32 32
0 0 -2
1 0 -2
2 0 -2
3 0 -2
4 0 -2
5 0 -2
6 0 -2
7 0 -2
8 0 -2
9 0 -2
10 0 -2
11 0 -2
12 0 -2
13 0 -2
14 0 -2
15 0 15
16 0 15
17 0 78
18 0 78
19 0 118
20 0 118
21 0 118
22 0 118
23 0 58
24 0 58
25 0 58
26 0 58
27 0 27
28 0 -2
29 0 -2
30 0 -2
31 0 -2
0 1 -2
1 1 -2
2 1 -2
3 1 -2
4 1 -2
5 1 -2
6 1 -2
7 1 -2
8 1 -2
9 1 -2
10 1 -2
11 1 -2
12 1 -2
13 1 -2
14 1 -2
15 1 47
16 1 47
17 1 78
18 1 78
19 1 78
20 1 118
21 1 118
22 1 118
23 1 87
24 1 58
25 1 58
26 1 58
27 1 -2
28 1 -2
29 1 -2
30 1 -2
31 1 -2
0 2 -2
1 2 -2
2 2 -2
3 2 -2
4 2 -2
5 2 -2
6 2 -2
7 2 -2
8 2 -2
9 2 -2
10 2 -2
11 2 -2
12 2 -2
13 2 -2
14 2 78
15 2 78
16 2 78
17 2 78
18 2 78
19 2 78
20 2 118
21 2 118
22 2 118
23 2 87
24 2 90
25 2 90
26 2 90
27 2 -2
28 2 -2
29 2 -2
30 2 -2
31 2 -2
0 3 -2
1 3 -2
2 3 -2
3 3 -2
4 3 -2
5 3 -2
6 3 -2
7 3 -2
8 3 -2
9 3 -2
10 3 -2
11 3 -2
12 3 -2
13 3 -2
14 3 110
15 3 78
16 3 78
17 3 78
18 3 78
19 3 241
20 3 241
21 3 118
22 3 118
23 3 -2
24 3 120
25 3 122
26 3 122
27 3 -2
28 3 -2
29 3 125
30 3 126
31 3 -2
0 4 -2
1 4 -2
2 4 -2
3 4 -2
4 4 -2
5 4 -2
6 4 -2
7 4 -2
8 4 -2
9 4 -2
10 4 -2
11 4 -2
12 4 -2
13 4 -2
14 4 142
15 4 142
16 4 142
17 4 142
18 4 241
19 4 241
20 4 241
21 4 118
22 4 118
23 4 151
24 4 151
25 4 155
26 4 155
27 4 155
28 4 -2
29 4 157
30 4 158
31 4 -2
0 5 -2
1 5 -2
2 5 -2
3 5 -2
4 5 -2
5 5 -2
6 5 -2
7 5 -2
8 5 -2
9 5 -2
10 5 -2
11 5 -2
12 5 -2
13 5 -2
14 5 174
15 5 174
16 5 208
17 5 208
18 5 241
19 5 241
20 5 241
21 5 118
22 5 118
23 5 151
24 5 155
25 5 155
26 5 155
27 5 155
28 5 188
29 5 189
30 5 -2
31 5 -2
0 6 -2
1 6 -2
2 6 194
3 6 195
4 6 -2
5 6 -2
6 6 -2
7 6 -2
8 6 -2
9 6 -2
10 6 -2
11 6 203
12 6 204
13 6 205
14 6 -2
15 6 207
16 6 208
17 6 241
18 6 241
19 6 241
20 6 241
21 6 118
22 6 118
23 6 218
24 6 218
25 6 218
26 6 218
27 6 219
28 6 220
29 6 221
30 6 -2
31 6 -2
0 7 224
1 7 -2
2 7 -2
3 7 -2
4 7 -2
5 7 -2
6 7 -2
7 7 -2
8 7 -2
9 7 -2
10 7 -2
11 7 235
12 7 235
13 7 237
14 7 -2
15 7 -2
16 7 -2
17 7 241
18 7 241
19 7 241
20 7 241
21 7 241
22 7 118
23 7 249
24 7 249
25 7 249
26 7 -2
27 7 -2
28 7 -2
29 7 253
30 7 254
31 7 -2
0 8 -2
